,code,url
0,404,http://www.neracoos.org/thredds/dodsC/UMO/DSG/SOS/A01/Doppler/HistoricRealtime/Agg.ncml
1,404,http://www.neracoos.org/thredds/dodsC/UMO/DSG/SOS/B01/Doppler/HistoricRealtime/Agg.ncml
2,404,http://www.neracoos.org/thredds/dodsC/UMO/DSG/SOS/C02/Doppler/HistoricRealtime/Agg.ncml
3,404,http://www.neracoos.org/thredds/dodsC/UMO/DSG/SOS/E01/Doppler/HistoricRealtime/Agg.ncml
4,404,http://www.neracoos.org/thredds/dodsC/UMO/DSG/SOS/F01/Doppler/HistoricRealtime/Agg.ncml
5,404,http://www.neracoos.org/thredds/dodsC/UMO/DSG/SOS/I01/Doppler/HistoricRealtime/Agg.ncml
6,404,http://www.neracoos.org/thredds/dodsC/UMO/DSG/SOS/L01/Doppler/HistoricRealtime/Agg.ncml
7,404,http://www.neracoos.org/thredds/dodsC/UMO/DSG/SOS/M01/Doppler/HistoricRealtime/Agg.ncml
8,404,http://www.neracoos.org/thredds/dodsC/UMO/DSG/SOS/N01/Doppler/HistoricRealtime/Agg.ncml
9,500,http://sos.maracoos.org/thredds/dodsC/agg/rutgersespresso/agg.nc
10,404,http://thredds.axiomalaska.com/thredds/dodsC/HIRE_WEST_CONUS.nc
11,404,http://thredds.axiomalaska.com/thredds/dodsC/NAM_12_CONUS.nc
12,-1,http://thredds.axiomalaska.com/thredds/dodsC/WRF_MPH.nc
13,404,http://thredds.coastal.ufl.edu:8080/thredds/dodsC/CH3D-SSMS/EastCoast/2D/NAM-FC/EASTCOAST-2D-NAM_fmrc.ncd
14,404,http://thredds.coastal.ufl.edu:8080/thredds/dodsC/CH3D-SSMS/EastCoast/3D/NAM-FC/EASTCOAST-3D-NAM_fmrc.ncd
15,404,http://thredds.coastal.ufl.edu:8080/thredds/dodsC/CH3D-SSMS/NorthernGulf/2D/NAM-FC/NORTHERNGULF-2D-NAM_fmrc.ncd
16,404,http://thredds.coastal.ufl.edu:8080/thredds/dodsC/CH3D-SSMS/NorthernGulf/3D/NAM-FC/NORTHERNGULF-3D-NAM_fmrc.ncd
17,404,http://thredds.coastal.ufl.edu:8080/thredds/dodsC/CH3D-SSMS/Southeast/2D/NAM-FC/SOUTHEAST-2D-NAM_fmrc.ncd
18,404,http://thredds.coastal.ufl.edu:8080/thredds/dodsC/CH3D-SSMS/Southeast/3D/NAM-FC/SOUTHEAST-3D-NAM_fmrc.ncd
19,404,http://thredds.coastal.ufl.edu:8080/thredds/dodsC/CH3D-SSMS/Southwest/2D/NAM-FC/SOUTHWEST-2D-NAM_fmrc.ncd
20,404,http://thredds.coastal.ufl.edu:8080/thredds/dodsC/CH3D-SSMS/Southwest/3D/NAM-FC/SOUTHWEST-3D-NAM_fmrc.ncd
21,404,http://tds.secoora.org/thredds/dodsC/carocoops.sun2.buoy.nc
22,-1,http://tds.secoora.org/thredds/dodsC/cormp.ocp1.buoy.nc
23,-1,http://tds.secoora.org/thredds/dodsC/longbay.nc
24,-1,http://tds.secoora.org/thredds/dodsC/miami_wera.nc
25,-1,http://tds.secoora.org/thredds/dodsC/savannah.nc
26,-1,http://thredds.axiomalaska.com/thredds/dodsC/MASIE.nc
27,-1,http://thredds.axiomalaska.com/thredds/dodsC/TAMU_SWAN_PWS.nc
28,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407071200.nc
29,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407081200.nc
30,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407091200.nc
31,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407101200.nc
32,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407111200.nc
33,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407121200.nc
34,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407131200.nc
35,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407151200.nc
36,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407161200.nc
37,404,http://ecowatch.ncddc.noaa.gov/thredds/dodsC/onomads/rtofs/rtofs_surface_agg/best
38,404,http://ecowatch.ncddc.noaa.gov/thredds/dodsC/onomads/rtofs/rtofs_volume_agg/best
39,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407171200.nc
40,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407181200.nc
41,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407191200.nc
42,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407201200.nc
