,code,url
66,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407071200.nc
67,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407081200.nc
68,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407091200.nc
69,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407101200.nc
70,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407111200.nc
71,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407121200.nc
72,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407131200.nc
73,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407151200.nc
74,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407161200.nc
77,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407171200.nc
78,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407181200.nc
79,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407191200.nc
80,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407201200.nc
85,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407211200.nc
86,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407221200.nc
87,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407230000.nc
88,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407240000.nc
89,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407250000.nc
90,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407260000.nc
91,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407281200.nc
92,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407301200.nc
93,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407311200.nc
94,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408011200.nc
95,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408021200.nc
96,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408031200.nc
97,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408041200.nc
98,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408061200.nc
99,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408071200.nc
100,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408081200.nc
101,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408091200.nc
102,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408101200.nc
103,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408111200.nc
104,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408120000.nc
108,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408131200.nc
109,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408141200.nc
110,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408151200.nc
111,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408161200.nc
112,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408171200.nc
113,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408181200.nc
114,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408191200.nc
115,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408201200.nc
116,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408211200.nc
117,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408221200.nc
118,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408251200.nc
119,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408271200.nc
125,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408281200.nc
126,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408291200.nc
127,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408301200.nc
128,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408311200.nc
129,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409011200.nc
130,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409021200.nc
131,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409041200.nc
132,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409050000.nc
133,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409061200.nc
134,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409071200.nc
135,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409081200.nc
136,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409090000.nc
137,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409111200.nc
138,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409121200.nc
139,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409131200.nc
140,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409141200.nc
141,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409151200.nc
142,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409161200.nc
149,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409171200.nc
150,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409181200.nc
151,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409191200.nc
152,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409201200.nc
153,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409211200.nc
154,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409221200.nc
155,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409231200.nc
156,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409241200.nc
157,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409251200.nc
185,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409271200.nc
186,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409281200.nc
187,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409291200.nc
188,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409301200.nc
298,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410011200.nc
