,code,url
0,404,http://www.neracoos.org/thredds/dodsC/UMO/DSG/SOS/A01/Doppler/HistoricRealtime/Agg.ncml
1,404,http://www.neracoos.org/thredds/dodsC/UMO/DSG/SOS/B01/Doppler/HistoricRealtime/Agg.ncml
2,404,http://www.neracoos.org/thredds/dodsC/UMO/DSG/SOS/C02/Doppler/HistoricRealtime/Agg.ncml
3,404,http://www.neracoos.org/thredds/dodsC/UMO/DSG/SOS/E01/Doppler/HistoricRealtime/Agg.ncml
4,404,http://www.neracoos.org/thredds/dodsC/UMO/DSG/SOS/F01/Doppler/HistoricRealtime/Agg.ncml
5,404,http://www.neracoos.org/thredds/dodsC/UMO/DSG/SOS/I01/Doppler/HistoricRealtime/Agg.ncml
6,404,http://www.neracoos.org/thredds/dodsC/UMO/DSG/SOS/L01/Doppler/HistoricRealtime/Agg.ncml
7,404,http://www.neracoos.org/thredds/dodsC/UMO/DSG/SOS/M01/Doppler/HistoricRealtime/Agg.ncml
8,404,http://www.neracoos.org/thredds/dodsC/UMO/DSG/SOS/N01/Doppler/HistoricRealtime/Agg.ncml
9,500,http://sos.maracoos.org/thredds/dodsC/agg/rutgersespresso/agg.nc
10,-1,http://www.neracoos.org/thredds/dodsC/UMO/DSG/SOS/F01/Met/HistoricRealtime/Agg.ncml
11,-1,http://www.neracoos.org/thredds/dodsC/UMO/DSG/SOS/I01/Met/HistoricRealtime/Agg.ncml
12,404,http://thredds.axiomalaska.com/thredds/dodsC/HIRE_WEST_CONUS.nc
13,404,http://thredds.axiomalaska.com/thredds/dodsC/NAM_12_CONUS.nc
14,-1,http://thredds.axiomalaska.com/thredds/dodsC/WRF_MPH.nc
15,-1,http://thredds.axiomalaska.com/thredds/dodsC/MASIE.nc
16,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407071200.nc
17,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407081200.nc
18,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407091200.nc
19,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407101200.nc
20,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407111200.nc
21,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407121200.nc
22,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407131200.nc
23,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407151200.nc
24,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407161200.nc
25,404,http://ecowatch.ncddc.noaa.gov/thredds/dodsC/onomads/rtofs/rtofs_surface_agg/best
26,404,http://ecowatch.ncddc.noaa.gov/thredds/dodsC/onomads/rtofs/rtofs_volume_agg/best
27,-1,http://tds.glos.us/thredds/dodsC/FVCOM/HECWFS-Latest-Forecast.nc
28,-1,http://tds.glos.us/thredds/dodsC/FVCOM/SLRFVM-Latest-Forecast.nc
29,-1,http://tds.glos.us/thredds/dodsC/HECWFS-Nowcast-Agg.nc
30,-1,http://tds.glos.us/thredds/dodsC/SLRFVM-Nowcast-Agg.nc
31,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407171200.nc
32,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407181200.nc
33,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407191200.nc
34,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407201200.nc
35,500,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Ike_2D_preliminary_run_6_without_waves_and_advection_implicit_1s
36,500,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Ike_2D_preliminary_run_7_with_waves_without_advection_implicit_1s
37,500,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Ike_2D_preliminary_run_8_with_waves_and_levees
38,500,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Ike_2D_preliminary_run_9_with_waves_and_levees_and_river_flow
39,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407211200.nc
40,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407221200.nc
41,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407230000.nc
42,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407240000.nc
43,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407250000.nc
44,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407260000.nc
45,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407281200.nc
